iter	Logloss
166	0.1370247964
167	0.1369564589
168	0.1368176714
169	0.1365269585
170	0.1363830694
171	0.1362515073
172	0.1360209
173	0.1358699564
174	0.1357175784
175	0.1355548444
176	0.135381817
177	0.1353189789
178	0.1351099031
179	0.1348835843
180	0.1348114478
181	0.1346570885
182	0.1345981443
183	0.1344557065
184	0.1343467078
185	0.1341829874
186	0.1341169045
187	0.1339451954
188	0.1338754603
189	0.1337544534
190	0.1336142027
191	0.133376044
192	0.1333152432
193	0.1332571109
194	0.1331230048
195	0.1329958744
196	0.1329309971
197	0.1327954263
198	0.1326423879
199	0.1324442267
200	0.1323569753
201	0.1321760167
202	0.1320877965
203	0.1319742349
204	0.1318292909
205	0.131682603
206	0.1316270516
207	0.1315423777
208	0.1314457907
209	0.1314045289
210	0.1313464219
211	0.131289805
212	0.1312012328
213	0.1310650414
214	0.130917909
215	0.1307932345
216	0.1307337399
217	0.1306301267
218	0.130518149
219	0.130365914
220	0.1303233444
221	0.1302221152
222	0.1301307608
223	0.1300374973
224	0.1299259228
225	0.1298477004
226	0.1296761149
227	0.1294871275
228	0.129415364
229	0.1291856067
230	0.1291412357
231	0.1290190004
232	0.1289580647
233	0.1288366034
234	0.1287753385
235	0.1286999308
236	0.1286445108
237	0.1285233567
238	0.1284253207
239	0.1283204698
240	0.1282315154
241	0.1281591596
242	0.1281132525
243	0.1280242168
244	0.1279209167
245	0.1277333198
246	0.1277023264
247	0.1275813056
248	0.1274547695
249	0.1273431716
250	0.1271452554
251	0.1270723677
252	0.1269824014
253	0.1269456149
254	0.1268493678
255	0.1267189191
256	0.1266462868
257	0.1265117902
258	0.1263364821
259	0.1262542023
260	0.1261746905
261	0.1261188313
262	0.126030834
263	0.1259932604
264	0.125914269
265	0.1258025432
266	0.1257252693
267	0.1256273701
268	0.125565182
269	0.1255288207
270	0.1253857782
271	0.1252988031
272	0.1252530973
273	0.1251791043
274	0.1249980197
275	0.1249285189
276	0.1248688507
277	0.1247563507
278	0.1246994755
279	0.1245518923
280	0.1245169379
281	0.1244637727
282	0.1243910225
283	0.1243061734
284	0.124148516
285	0.1240246093
286	0.1239607424
287	0.1238648552
288	0.1238020791
289	0.1237775486
290	0.1237147317
291	0.1236195
292	0.1235690773
293	0.1235225295
294	0.1234932626
295	0.1234169441
296	0.1233506568
297	0.1232473537
298	0.1231410731
299	0.1230432806
300	0.1229049447
301	0.1228777116
302	0.1227534318
303	0.12273779
304	0.1226758453
305	0.1226384879
306	0.1225616057
307	0.1225233708
308	0.1224514549
309	0.1223713453
310	0.1222811313
311	0.1222526725
312	0.1221453444
313	0.1219755728
314	0.1218686075
315	0.1217591049
316	0.1216521786
317	0.1216313774
318	0.1215876419
319	0.1215406334
320	0.1215363783
321	0.1215115462
322	0.1213935828
323	0.1212977319
324	0.1211961146
325	0.1210729364
326	0.1209445979
327	0.1209011405
328	0.1208183349
329	0.1207390128
330	0.1206649781
331	0.1206245658
332	0.1206007523
333	0.1205253544
334	0.1204280255
335	0.1203860625
336	0.1203533453
337	0.120337386
338	0.1202524826
339	0.120168188
340	0.1201163084
341	0.1200305874
342	0.1200159664
343	0.119958273
344	0.1199190321
345	0.1198477008
346	0.1197858153
347	0.1196953205
348	0.1196396114
349	0.1195865876
350	0.1195299341
351	0.1194777792
352	0.1194295631
353	0.1193453811
354	0.1192680004
355	0.1192255876
356	0.1191567754
357	0.1190548201
358	0.1189863759
359	0.1189135741
360	0.1188872328
361	0.1188227225
362	0.118656611
363	0.1186221899
364	0.11859676
365	0.1185695521
366	0.118486438
367	0.1183967267
368	0.1183369892
369	0.1182727058
370	0.1182232594
371	0.118151469
372	0.1180682951
373	0.1179682961
374	0.1179426519
375	0.1178927284
376	0.1178237626
377	0.1178104592
378	0.1176725614
379	0.1175975969
380	0.1175331553
381	0.117461286
382	0.1174129675
383	0.1173809448
384	0.1173085969
385	0.1172551802
386	0.1171958098
387	0.1171398319
388	0.1170840399
389	0.1170043443
390	0.1168683905
391	0.1168025319
392	0.1167148803
393	0.116693787
394	0.1166332291
395	0.1166024438
396	0.1165410045
397	0.1164702983
398	0.116397224
399	0.1163518221
400	0.1162742945
401	0.116180405
402	0.1161308285
403	0.116052863
404	0.1160187885
405	0.1159909832
406	0.115960566
407	0.115903942
408	0.1158374419
409	0.1157592325
410	0.1157138788
411	0.1156456726
412	0.1156146489
413	0.1155479572
414	0.1155386775
415	0.1155104513
416	0.1154801944
417	0.1154423681
418	0.1153878236
419	0.1153237698
420	0.1153088119
421	0.1152478738
422	0.1152216865
423	0.1151918013
424	0.1151700527
425	0.1150873525
426	0.1150601183
427	0.1149721269
428	0.1149165825
429	0.1148653109
430	0.1147232248
431	0.1146645391
432	0.1146076389
433	0.1146032761
434	0.1144861382
435	0.1144511233
436	0.1143297323
437	0.1142827909
438	0.1142161855
439	0.1141551314
440	0.1140907523
441	0.114053642
442	0.1139765787
443	0.1139366821
444	0.1138754636
445	0.1138178989
446	0.1137640225
447	0.1137153717
448	0.1136822055
449	0.1136437453
450	0.1135707064
451	0.1135075118
452	0.1134712943
453	0.1134553864
454	0.1134024657
455	0.1133331296
456	0.113306306
457	0.1132699507
458	0.1131842612
459	0.1131182388
460	0.1130558441
461	0.1130002858
462	0.1129343575
463	0.1128677915
464	0.112843746
465	0.1128214292
466	0.1127415916
467	0.1126986264
468	0.112680602
469	0.1126241219
470	0.1126097713
471	0.1125592525
472	0.1125329605
473	0.1124941901
474	0.1124404024
475	0.112415473
476	0.1123524765
477	0.1123161455
478	0.112268587
479	0.1122215789
480	0.1121943759
481	0.1121675227
482	0.1121162501
483	0.1120955596
484	0.1120737742
485	0.1120198576
486	0.111978673
487	0.111930674
488	0.1119145415
489	0.1118803232
490	0.111759727
491	0.1117194149
492	0.1116798076
493	0.1116360832
494	0.1115619087
495	0.1115394776
496	0.1114879389
497	0.1114803605
498	0.1114478802
499	0.1114027405
500	0.1112924701
501	0.1112515282
502	0.1112114126
503	0.1111785792
504	0.1111595918
505	0.1111397862
506	0.1110803788
507	0.111045735
508	0.1109946229
509	0.11092949
510	0.1108854002
511	0.1108368314
512	0.1108169452
513	0.1107707056
514	0.1107286734
515	0.1106880952
516	0.1106402066
517	0.1106101695
518	0.1105572256
519	0.1105445592
520	0.110491868
521	0.1104454034
522	0.1104233782
523	0.1103886931
524	0.1103262451
525	0.1102965888
526	0.1102773657
527	0.1102620855
528	0.1102133245
529	0.1101648005
530	0.1101240302
531	0.1100873648
532	0.1100396435
533	0.1100121416
534	0.1099835662
535	0.1099662346
536	0.1099076329
537	0.1098723699
538	0.1098125228
539	0.1097305445
540	0.1096870155
541	0.1096501863
542	0.1096168713
543	0.1095732524
544	0.1095569596
545	0.1095251451
546	0.1095050939
547	0.1094303162
548	0.109348809
549	0.1092958546
550	0.1092567101
551	0.1092064262
552	0.1091401184
553	0.109120577
554	0.10909533
555	0.1090753448
556	0.1090057864
557	0.1089437296
558	0.1089016898
559	0.1088836915
560	0.1088179692
561	0.108772472
562	0.1087209525
563	0.1086526739
564	0.1086243356
565	0.1086001816
566	0.1085490322
567	0.1084980628
568	0.108470904
569	0.1084391098
570	0.108413186
571	0.108359254
572	0.1083202378
573	0.1082987811
574	0.1082577211
575	0.1082362557
576	0.1081936474
577	0.1081462905
578	0.1081241355
579	0.1080692241
580	0.1080292534
581	0.1079679383
582	0.1078991343
583	0.1078092268
584	0.1077748318
585	0.1077174317
586	0.107686777
587	0.1076535068
588	0.1075998581
589	0.1075562069
590	0.1075151858
591	0.1074675585
592	0.1074169495
593	0.1073459469
594	0.1073010784
595	0.1072675656
596	0.1072339775
597	0.1072067277
598	0.1071675851
599	0.1070877081
600	0.107034042
601	0.1070088242
602	0.1069710741
603	0.1069091859
604	0.1068791811
605	0.1068353351
606	0.106760826
607	0.1066977231
608	0.1066614553
609	0.1066201889
610	0.1065940477
611	0.1065395987
612	0.1065177251
613	0.1064647194
614	0.1064300283
615	0.106394066
616	0.1063580027
617	0.1062771239
618	0.1062589623
619	0.1062311875
620	0.1062252225
621	0.1061855815
622	0.1061538052
623	0.1061384737
624	0.1061002158
625	0.1060663159
626	0.1060328057
627	0.1060195446
628	0.1059933486
629	0.1059297842
630	0.1058990629
631	0.1058341355
632	0.1058324263
633	0.1057632222
634	0.1057434319
635	0.1057093214
636	0.1056693577
637	0.1056040069
638	0.1055231575
639	0.1055111823
640	0.1054870753
641	0.1054492519
642	0.1054286426
643	0.1053872619
644	0.105359821
645	0.1053243032
646	0.1052877439
647	0.105247565
648	0.1052165444
649	0.1051868122
650	0.1051637717
651	0.1051129101
652	0.1050945937
653	0.1050674298
654	0.1050435835
655	0.1050081934
656	0.1049757893
657	0.1049347868
658	0.1049130005
659	0.1048444826
660	0.1048024433
661	0.1047461591
662	0.1047214539
663	0.1046551587
664	0.1046249173
665	0.1045746237
666	0.1044985264
667	0.1044506219
668	0.10441939
669	0.104387259
670	0.1043583857
671	0.1043229098
672	0.1042626891
673	0.1042269862
674	0.1041797913
675	0.1041394438
676	0.1041099082
677	0.104079899
678	0.1040639821
679	0.1040086674
680	0.103958625
681	0.1039401705
682	0.1038844782
683	0.1038185898
684	0.1037986623
685	0.1037711176
686	0.1037039821
687	0.1036696352
688	0.1036224733
689	0.1036048056
690	0.103553231
691	0.103513517
692	0.1034938941
693	0.1034689924
694	0.1034445971
695	0.1034018851
696	0.1033982591
697	0.1033756492
698	0.103344368
699	0.1032975161
700	0.1032607448
701	0.1032421412
702	0.1032253529
703	0.1031807095
704	0.10317866
705	0.1031470693
706	0.1031417705
707	0.1030877951
708	0.1030496896
709	0.103017257
710	0.1029911205
711	0.102966621
712	0.1029332922
713	0.1028881536
714	0.1028619572
715	0.1028324501
716	0.1027758021
717	0.1027469832
718	0.1027129223
719	0.1026926084
720	0.1026698963
721	0.1026127692
722	0.1025871555
723	0.1025514497
724	0.1025427464
725	0.1025160343
726	0.1024481419
727	0.1024340895
728	0.1024043917
729	0.1023717605
730	0.1023477011
731	0.1023051272
732	0.1022965123
733	0.102250556
734	0.1022280649
735	0.1022063612
736	0.1021698453
737	0.1021253002
738	0.1020912748
739	0.1020641944
740	0.1020214477
741	0.1019938944
742	0.1019538671
743	0.1019253789
744	0.1019068327
745	0.1018380694
746	0.1018024175
747	0.1017523251
748	0.10172236
749	0.1016893613
750	0.101658163
751	0.1016076007
752	0.101531828
753	0.1015132639
754	0.1014755554
755	0.1014310548
756	0.1014046487
757	0.1013879502
758	0.101357298
759	0.1013055387
760	0.1012691722
761	0.1012536811
762	0.1012054891
763	0.1011420722
764	0.10112362
765	0.1011187324
766	0.1010833414
767	0.1010503885
768	0.1010178262
769	0.101002777
770	0.1009670745
771	0.1008976552
772	0.100857047
773	0.1008354855
774	0.1008128055
775	0.1007719223
776	0.1007352688
777	0.1007063597
778	0.1006804559
779	0.1006381953
780	0.1006095316
781	0.100579908
782	0.100553661
783	0.1005238373
784	0.1005126985
785	0.100495901
786	0.1004555754
787	0.1004291056
788	0.1003903612
789	0.1003364438
790	0.100295867
791	0.1002767277
792	0.1002396908
793	0.1002025467
794	0.1001717029
795	0.1001373249
796	0.1001328707
797	0.100116514
798	0.1001121247
799	0.1000867099
800	0.1000240667
801	0.09999038046
802	0.09996878129
803	0.09993105013
804	0.09988390961
805	0.09983550529
806	0.09981022986
807	0.09977222243
808	0.09971901373
809	0.09968007715
810	0.09964244522
811	0.09961878391
812	0.0996023108
813	0.09958030009
814	0.09956139279
815	0.0995222358
816	0.09947587314
817	0.09944645238
818	0.09942404708
819	0.09938980874
820	0.09930845221
821	0.09928412192
822	0.09922678618
823	0.09919672174
824	0.09917361193
825	0.0991323705
826	0.09910186043
827	0.09905918517
828	0.09902715958
829	0.09899855634
830	0.09897130406
831	0.09895051498
832	0.09889379466
833	0.0988584748
834	0.09880378795
835	0.09876415403
836	0.09873223056
837	0.098708229
838	0.09868225681
839	0.09866825862
840	0.0986514276
841	0.09863811596
842	0.09861111447
843	0.09857620669
844	0.09855646266
845	0.09854287781
846	0.09850825053
847	0.0984817292
848	0.09846628756
849	0.09843323367
850	0.09840492433
851	0.0983695438
852	0.09833211104
853	0.09827909804
854	0.09823809847
855	0.0982157668
856	0.09819401131
857	0.09816832945
858	0.09812417963
859	0.09806628831
860	0.09805957626
861	0.09802922592
862	0.09798855924
863	0.09796111212
864	0.09790805425
865	0.09788984951
866	0.09786358187
867	0.0978438864
868	0.09782520091
869	0.09780343565
870	0.09775258735
871	0.09771228305
872	0.09771225486
873	0.09768959409
874	0.09764343464
875	0.09762989299
876	0.09760954513
877	0.09759549064
878	0.09756534269
879	0.09753029765
880	0.09749286893
881	0.09745766364
882	0.09743285503
883	0.09739960098
884	0.09734694569
885	0.09729960409
886	0.09726350297
887	0.09722897429
888	0.09719733198
889	0.09718347566
890	0.09715901871
891	0.097129351
892	0.09708514882
893	0.09706321931
894	0.09701621264
895	0.09696813017
896	0.09692835831
897	0.09690714556
898	0.09690354306
899	0.09687765373
900	0.0968502716
901	0.0968202112
902	0.09679240944
903	0.09674441571
904	0.09671554989
905	0.09667367038
906	0.09662535528
907	0.09661201767
908	0.09659089168
909	0.09656195453
910	0.09652704905
911	0.096503579
912	0.09649319698
913	0.09647939309
914	0.09647019766
915	0.09641819759
916	0.09639849927
917	0.09637249308
918	0.09634988537
919	0.09630466285
920	0.09627084967
921	0.09626940004
922	0.09626020328
923	0.09624045192
924	0.09620313722
925	0.09618018409
926	0.09616069744
927	0.09611093176
928	0.09608134055
929	0.09605395106
930	0.09602732554
931	0.09600556694
932	0.09599275095
933	0.09596408525
934	0.09593085186
935	0.09591372523
936	0.09588922532
937	0.09585378228
938	0.09583403095
939	0.09581908404
940	0.09580101129
941	0.09577107148
942	0.09573886654
943	0.09570385688
944	0.09567135785
945	0.09562604418
946	0.09560134182
947	0.09557785214
948	0.09554253012
949	0.09552078969
950	0.09550990831
951	0.09549208462
952	0.09545741721
953	0.09540827361
954	0.09537510223
955	0.09534984293
956	0.0953388147
957	0.09531929162
958	0.09527142816
959	0.09524331069
960	0.09520411294
961	0.09516284379
962	0.09512676821
963	0.09509042697
964	0.09505779555
965	0.09503605727
966	0.09495460762
967	0.09490559777
968	0.09486893283
969	0.09483682638
970	0.09480785748
971	0.09478835765
972	0.0947728747
973	0.09474004141
974	0.09472845656
975	0.09471169494
976	0.09470007931
977	0.09467576877
978	0.09465684463
979	0.09461405577
980	0.09458808348
981	0.09454912464
982	0.09451172427
983	0.09446532745
984	0.09442821896
985	0.09440778346
986	0.0943733072
987	0.09434308137
988	0.09432748555
989	0.09430131307
990	0.09429233748
991	0.09426523433
992	0.09425813565
993	0.0942208381
994	0.09420399348
995	0.09417238364
996	0.09416222422
997	0.09413750618
998	0.09409943759
999	0.09406428227
